Unique_ID,S3,S3_order,Taxa,Species,x_g,y_g,logx_g,logy_g,Reference,Group,Order,Family,Genus,Replicate,Notes
1362,10,X,Invertebrate,Dactylopius austrinus,0.025,0.173375,-1.602059991,-0.761013526,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 17.5 deg C
1363,10,X,Invertebrate,Dactylopius austrinus,0.025,0.38325,-1.602059991,-0.416517836,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 20 deg C
1364,10,X,Invertebrate,Dactylopius austrinus,0.025,0.63875,-1.602059991,-0.194669087,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 22.5 deg C
1365,10,X,Invertebrate,Dactylopius austrinus,0.025,0.939875,-1.602059991,-0.026929902,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 25 deg C
1366,10,X,Invertebrate,Dactylopius austrinus,0.025,1.168,-1.602059991,0.067442843,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 27.5 deg C
1367,10,X,Invertebrate,Dactylopius austrinus,0.025,1.33225,-1.602059991,0.124585729,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 30 deg C
1368,10,X,Invertebrate,Dactylopius austrinus,0.025,1.323125,-1.602059991,0.121600875,Hosking 1984,Insect,Hemiptera,Dactylopiidae,Dactylopius,7,Temp: 32 deg C
1369,10,X,Invertebrate,Valvata tricarinata,5.823713479,50.22269342,0.7652,1.7009,Tudorancea et al. 1979; cited in Plante & Downing 1989,Benthos,Heterobranchia,Valvatidae,Valvata,0,
1370,10,X,Invertebrate,Anisopteromalus calandrae,0.00058,0.0059276,-3.236572006,-2.227121111,Smith 1992,Insect,Hymenoptera,Pteromalidae,Anisopteromalus,4,Temp: 20 deg C
1371,10,X,Invertebrate,Anisopteromalus calandrae,0.00058,0.0264625,-3.236572006,-1.577369129,Smith 1992,Insect,Hymenoptera,Pteromalidae,Anisopteromalus,4,Temp: 25 deg C
1372,10,X,Invertebrate,Anisopteromalus calandrae,0.00058,0.0410698,-3.236572006,-1.386477412,Smith 1992,Insect,Hymenoptera,Pteromalidae,Anisopteromalus,4,Temp: 30 deg C
1373,10,X,Invertebrate,Anisopteromalus calandrae,0.00058,0.0516548,-3.236572006,-1.286889316,Smith 1992,Insect,Hymenoptera,Pteromalidae,Anisopteromalus,4,Temp: 35 deg C
1374,10,X,Invertebrate,Asellus aquaticus,0.560015439,2.632085544,-0.2518,0.4203,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",Benthos,Isopoda,Asellidae,Asellus,0,
1375,10,X,Invertebrate,Asellus obtusus,1.863802972,12.17026402,0.2704,1.0853,Martien and Benke 1977; cited in Plante & Downing 1989,Benthos,Isopoda,Asellidae,Asellus,0,
1376,10,X,Invertebrate,Epiphyas postvittana,0.0164,0.173594,-1.785156152,-0.76046529,Danthanarayana et al. 1995,Insect,Lepidoptera,Tortricidae,Epiphyas,4,Temp: 10.3 deg C
1377,10,X,Invertebrate,Epiphyas postvittana,0.0187,0.4027045,-1.728158393,-0.395013517,Danthanarayana et al. 1995,Insect,Lepidoptera,Tortricidae,Epiphyas,4,Temp: 13.8 deg C
1378,10,X,Invertebrate,Epiphyas postvittana,0.0196,0.794094,-1.707743929,-0.100128085,Danthanarayana et al. 1995,Insect,Lepidoptera,Tortricidae,Epiphyas,4,Temp: 19.9 deg C
1379,10,X,Invertebrate,Epiphyas postvittana,0.0202,0.928998,-1.694648631,-0.031985221,Danthanarayana et al. 1995,Insect,Lepidoptera,Tortricidae,Epiphyas,4,Temp: 25.2 deg C
1380,10,X,Invertebrate,Sialis lutaria,0.150003019,0.202115677,-0.8239,-0.6944,"Capblancq and Laville 1968, Capblancq and Laville 1983, Giani and Laville 1973, Laville 1972, Laville 1975, Rey and Capblancq 1975; cited in Plante & Downing 1989",Benthos,Megaloptera,Sialidae,Sialis,0,
1381,10,X,Invertebrate,Neomysis integer,0.065871871,0.26345109,-1.1813,-0.5793,Bremer and Vijverberg 1982; cited in Plante & Downing 1989,Zooplankton,Mysida,Mysidae,Neomysis,0,
1382,10,X,Invertebrate,Amnicola limosa,1.53815464,31.03844819,0.187,1.4919,Tudorancea et al. 1979; cited in Plante & Downing 1989,Benthos,Neotaenioglossa,Amnicolidae,Amnicola,0,
1383,10,X,Invertebrate,Brachionus dimidiatus,2.20039E-07,2.99089E-05,-6.6575,-4.5242,"Vareschi 1982, Vareschi and Jacobs 1984, Vareschi and Jacobs 1985; cited in Plante & Downing 1989",Zooplankton,Plioma,Brachionidae,Brachionus,0,Body mass also estimated as 0.0000003; Dumont 1975; mean dry weight (4 species of Brachionus and hundreds of estimates); female without eggs
1384,10,X,Invertebrate,Brachionus plicatilis,2.40049E-06,0.000657961,-5.6197,-3.1818,"Vareschi 1982, Vareschi and Jacobs 1984, Vareschi and Jacobs 1985; cited in Plante & Downing 1989",Zooplankton,Plioma,Brachionidae,Brachionus,0,Body mass also estimated as 0.0000003; Dumont 1975; mean dry weight (4 species of Brachionus and hundreds of estimates); female without eggs
1385,10,X,Invertebrate,Keratella cochlearis,8.93511E-07,4.15145E-06,-6.0489,-5.3818,"Kalff and Welch 1974, Rigler 1972, Rigler et al. 1974, Schindler 1972, Schindler et al. 1974, Welch 1978; cited in Plante & Downing 1989",Zooplankton,Ploima,Brachionidae,Keratella,0,Body mass also estimated as 0.00000011; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1386,10,X,Invertebrate,Asplanchna priodonta,8.93511E-07,1.21899E-05,-6.0489,-4.914,"Alimov and Winberg 1972, Alimov et al. 1972; cited in Plante & Downing 1989",Zooplankton,Ploimida,Asplanchnidae,Asplanchna,4,Body mass also estimated as 0.0000005; Dumont 1975; mean dry weight; female without eggs
1387,10,X,Invertebrate,Asplanchna priodonta,8.93511E-07,5.80764E-05,-6.0489,-4.236,Andronikova et al. 1972; cited in Plante & Downing 1989,Zooplankton,Ploimida,Asplanchnidae,Asplanchna,4,Body mass also estimated as 0.0000005; Dumont 1975; mean dry weight; female without eggs
1388,10,X,Invertebrate,Asplanchna ,8.93511E-07,1.64059E-05,-6.0489,-4.785,Winberg et al. 1973; cited in Plante & Downing 1989,Zooplankton,Ploimida,Asplanchnidae,Asplanchna,4,Body mass also estimated as 0.0000009; Dumont 1975; mean dry weight (brightwelli); female without eggs
1389,10,X,Invertebrate,Asplanchna ,8.93511E-07,9.88553E-05,-6.0489,-4.005,Winberg et al. 1973; cited in Plante & Downing 1989,Zooplankton,Ploimida,Asplanchnidae,Asplanchna,4,
1390,10,X,Invertebrate,Helobdella stagnalis,0.01,0.034801663,-2,-1.4584,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",Benthos,Rhynchobdellida,Glossiphoniidae,Helobdella,0,
1391,10,X,Invertebrate,Cleopatra ,0.603948629,1.570362804,-0.219,0.196,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1985; cited in Plante & Downing 1989",Benthos,Sorbeoconcha,Pleuroceridae,Cleopatra,0,
1392,10,X,Invertebrate,Melania ,0.132129563,0.581433432,-0.879,-0.2355,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1983; cited in Plante & Downing 1989",Benthos,Sorbeoconcha,Thiaridae,Melania,0,
1393,10,X,Invertebrate,Tinodes waeneri,0.029998532,0.846447448,-1.5229,-0.0724,"Bosselman 1981, Dall et al. 1984, Jonasson 1975, Jonasson 1984, Jonasson and Kristiansen 1967, Petersen 1983; cited in Plante & Downing 1989",Benthos,Trichoptera,Psychomyiidae,Tinodes,0,
1394,10,X,Invertebrate,Corbicula ,0.126182753,0.315500462,-0.899,-0.501,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1984; cited in Plante & Downing 1989",Benthos,Veneroida,Corbiculidae,Corbicula,0,
1395,10,X,Invertebrate,Pisidium casertanum,0.012600855,0.012094836,-1.8996,-1.9174,"Holopainen 1979, Ilmavirta 1979, Ilmavirta 1981, Ruunjarvi 1974, Sarvala et al. 1981; cited in Plante & Downing 1989",Benthos,Veneroida,Sphaeriidae,Pisidium,0,
1396,10,X,Invertebrate,Pisidium conventus,0.008800351,0.008978422,-2.0555,-2.0468,"Holopainen 1979, Ilmavirta 1979, Ilmavirta 1981, Ruunjarvi 1974, Sarvala et al. 1981; cited in Plante & Downing 1989",Benthos,Veneroida,Sphaeriidae,Pisidium,0,
1397,10,X,Invertebrate,Pisidium sp.,0.010495424,0.015900105,-1.979,-1.7986,"Capblancq and Laville 1968, Capblancq and Laville 1983, Giani and Laville 1973, Laville 1972, Laville 1975, Rey and Capblancq 1975; cited in Plante & Downing 1989",Benthos,Veneroida,Sphaeriidae,Pisidium,0,
1398,10,X,Invertebrate,Pisidium spp,0.184331688,3.977406691,-0.7344,0.5996,Tudorancea et al. 1979; cited in Plante & Downing 1989,Benthos,Veneroida,Sphaeriidae,Pisidium,0,
1399,10,X,Invertebrate,Criptocopus ornatus,0.006325575,0.039810717,-2.1989,-1.4,"Hammer 1978, Hammer and Haynes 1978, Hammer et al. 1978, Swanson and Hammer 1983, Swift and Hammer 1979; cited in Plante & Downing 1989",,,,Criptocopus,0,
1400,6,X,Plant,Camellia sinensis,5303.733977,1569.756641,3.724581733,3.195832329,Cannell (1982).   Page 189; cited in Niklas & Enquist 2004,Broadleaf,Ericales,Theaceae,Camellia,0,(tea)               
1401,6,X,Plant,Acacia dealbata,12946.63573,4825.986079,4.112156929,3.683586065,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,2,               
1402,6,X,Plant,Acacia dealbata,27946.76806,10551.3308,4.446331591,4.023307239,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,2,               
1403,6,X,Plant,Acacia mollissima,5625,2000,3.750122527,3.301029996,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,6,               
1404,6,X,Plant,Acacia mollissima,12608.69565,6260.869565,4.100670162,3.796634656,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,6,               
1405,6,X,Plant,Acacia mollissima,16904.96215,4962.15307,4.228014203,3.695670157,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,6,               
1406,6,X,Plant,Acacia mollissima,20529.41176,5745.098039,4.312376505,3.759297444,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,6,               
1407,6,X,Plant,Acacia mollissima,25021.64502,7878.787879,4.398315858,3.896459408,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,6,               
1408,6,X,Plant,Acacia mollissima,32857.14286,8412.698413,4.516629796,3.92493532,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,6,               
1409,6,7,Plant,Betula pubescens,25534.88372,962.790698,4.407133885,2.983531886,Cannell (1982).   Page 75; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Betulaceae,Betula,0,(B. pubescens x B. glandulosa)           
1410,6,7,Plant,Fagus crenata,49360.07641,3113.658071,4.693375823,3.493270918,Cannell (1982).   Page 111; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,               
1411,6,7,Plant,Fagus crenata,104807.3524,6504.065041,5.02039175,3.813184876,Cannell (1982).   Page 111; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,               
1412,6,7,Plant,Fagus crenata,124839.8902,8325.709058,5.096353378,3.92042123,Cannell (1982).   Page 111; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,               
1413,6,7,Plant,Fagus crenata,276114.2857,4948.571429,5.441088877,3.694479843,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1414,6,7,Plant,Fagus crenata,310677.9661,6898.305085,5.492310453,3.838742398,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1415,6,7,Plant,Fagus crenata,314146.3415,9195.121951,5.497132006,3.963557493,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1416,6,7,Plant,Fagus crenata,347428.5714,6380.952381,5.540865531,3.804885504,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1417,6,7,Plant,Fagus crenata,388888.8889,10892.01878,5.589825535,4.037108381,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1418,6,7,Plant,Fagus crenata,434834.1232,14786.72986,5.638323618,4.169872139,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1419,6,7,Plant,Fagus crenata,454777.0701,11681.52866,5.657798559,4.067499679,Cannell (1982).   Page 116; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"(72%) [a], Carpinus tschonoskii, Acer tschonoskii et al."
1420,6,7,Plant,Fagus crenata,582913.1653,11008.40336,5.765603864,4.041724334,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1421,6,7,Plant,Fagus crenata,614264.7059,11176.47059,5.788355563,4.04830468,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1422,6,7,Plant,Fagus crenata,834680.8511,19425.53191,5.92152045,4.288372919,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1423,6,7,Plant,Fagus crenata,886133.3333,17146.66667,5.947499074,4.234179705,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1424,6,7,Plant,Fagus crenata,934750,25150,5.970695474,4.400537989,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1425,6,7,Plant,Fagus crenata,1092643.052,27520.43597,6.038478308,4.43965531,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1426,6,7,Plant,Fagus crenata,1133027.523,20152.9052,6.05424046,4.304337662,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1427,6,7,Plant,Fagus crenata,1230898.876,29157.30337,6.090222375,4.464747356,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1428,6,7,Plant,Fagus crenata,1351713.396,36697.81931,6.130884618,4.564640258,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1429,6,7,Plant,Fagus crenata,1449826.99,34325.25952,6.16131618,4.535613829,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1430,6,7,Plant,Fagus crenata,1767659.574,34468.08511,6.24739863,4.537417157,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,21,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1431,6,7,Plant,Fagus grandifolia,49958.67769,3607.438017,4.698610935,3.557198878,Cannell (1982).   Page 259; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,3,"Acer saccharum, Betula lutea syn. alleghaniensis, et al.        "
1432,6,7,Plant,Fagus grandifolia,137596.8992,9279.069767,5.138608647,3.96750444,Cannell (1982).   Page 259; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,3,"Acer saccharum, Betula lutea syn. alleghaniensis, et al.        "
1433,6,7,Plant,Fagus grandifolia,146511.6279,10046.51163,5.165872094,4.002015291,Cannell (1982).   Page 259; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,3,"Acer saccharum, Betula lutea syn. alleghaniensis, et al.        "
1434,6,7,Plant,Fagus sylvatica,49116.0221,3613.259669,4.691223186,3.557899174,Cannell (1982).   Page 72; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1435,6,7,Plant,Fagus sylvatica,152016.8067,8613.445378,5.181891605,3.935176904,Cannell (1982).   Page 72; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1436,6,7,Plant,Fagus sylvatica,625000,38437.5,5.795880017,4.584755133,Cannell (1982).   Page 224; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1437,6,7,Plant,Fagus sylvatica,978571.4286,25742.85714,5.990592531,4.410656747,Cannell (1982).   Page 66; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1438,6,7,Plant,Fagus sylvatica,1251028.807,47489.71193,6.09726731,4.676599535,Cannell (1982).   Page 72; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1439,6,7,Plant,Fagus sylvatica,1556666.667,67083.33333,6.192195626,4.826614634,Cannell (1982).   Page 224; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1440,6,7,Plant,Fagus sylvatica,1588888.889,100555.5556,6.201093528,5.00240607,Cannell (1982).   Page 224; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,               
1441,6,7,Plant,Fagus sylvatica,2141578.947,66473.68421,6.330734089,4.82264975,Cannell (1982).   Page 24; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,"with Quercus robur, Quercus petraea, Carpinus betulus, Acer campestre et al.    "
1442,6,7,Plant,Fagus sylvatica,2789375,72375,6.445506904,4.859588577,Cannell (1982).   Page 24; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,9,"with Quercus robur, Quercus petraea, Carpinus betulus, Acer campestre et al.    "
1443,6,7,Plant,Quercus alba,781753.5545,47890.99526,5.893069865,4.680253863,Cannell (1982).   Page 276; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,0,"Quercus velutina, Prunus serotina            "
1444,6,7,Plant,Quercus coccinea,51402.37325,5577.130529,4.710983171,3.746410809,Cannell (1982).   Page 279; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,0,"(31%), Quercus alba (18%), Pinus rigida (18%), Quercus velutina (3%), et al.   "
1445,6,7,Plant,Quercus petraea,1809815.951,80000,6.257634412,4.903089987,Cannell (1982).   Page 25; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,2,"with coppiced understorey of Corylus avellana, Carpinus betulus, et al.     "
1446,6,7,Plant,Quercus petraea,559478.673,20308.05687,5.747783536,4.307668371,Cannell (1982).   Page 26; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,2,"Quercus robur, Betula pubescens with coppiced understorey of Corylus avellana, Carpinus betulus et al. "
1447,6,7,Plant,Quercus robur,99125.16824,9010.76716,4.996183937,3.954761768,Cannell (1982).   Page 28; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,4,"(35%) [a], Carpinus betulus (32%) [a], Fagus sylvatica (25%) [a] and Acer campestre (3%) [a] with understorey coppice of Corylus avellana et al."
1448,6,7,Plant,Quercus robur,222129.4363,13006.26305,5.346606114,4.114152533,Cannell (1982).   Page 27; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,4,"(86%) [a], Quercus patraea, Fagus sylvatica et al."
1449,6,7,Plant,Quercus robur,3183783.784,109009.009,6.502943566,5.037462391,Cannell (1982).   Page 25; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,4,"with coppiced understorey of Corylus avellana, Carpinus betulus, et al.     "
1450,6,7,Plant,Quercus robur,889189.1892,48378.37838,5.948994174,4.684651307,Cannell (1982).   Page 26; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,4,"Quercus petraea with coppiced understorey of Corylus avellana, Carpinus betulus et al.   "
1451,6,X,Plant,Tectona grandis,16766.59529,3725.910064,4.224444882,3.571232368,Cannell (1982).   Page 82; cited in Niklas & Enquist 2004,Broadleaf,Lamiales,Lamiaceae,Tectona,2,               
1452,6,X,Plant,Tectona grandis,37537.47323,9357.601713,4.574465035,3.971164556,Cannell (1982).   Page 82; cited in Niklas & Enquist 2004,Broadleaf,Lamiales,Lamiaceae,Tectona,2,               
1453,6,X,Plant,Micranda spruceana,24287.23404,291.489362,4.385378058,2.46462271,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,4,Eperua leucantha and about 130 other species.         
1454,6,X,Plant,Micranda spruceana,35422.68041,231.958763,4.549281421,2.365410784,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,4,Eperua leucantha and about 130 other species.         
1455,6,X,Plant,Micranda spruceana,65321.42857,764.285714,4.815055674,2.883255742,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,4,Eperua leucantha and about 130 other species.         
1456,6,X,Plant,Micranda spruceana,120919.3548,583.870968,5.082495821,2.766316881,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,4,Eperua leucantha and about 130 other species.         
1457,6,X,Plant,Shorea robusta,341415.6627,21144.57831,5.533283441,4.325199028,Cannell (1982).   Page 81; cited in Niklas & Enquist 2004,Broadleaf,Malvales,Dipterocarpaceae,Shorea,0,"with Buchanania lanzan, Anogeissus latifolia et al.         "
1458,6,X,Plant,Anogeissus latifolia,82623.50937,10689.94889,4.917103637,4.028975629,Cannell (1982).   Page 84; cited in Niklas & Enquist 2004,Broadleaf,Myrtales,Combretaceae,Anogeissus,2,"Diospyros melanoxylon, Buchania lanzan, Pterocarpus marsupium et al.        "
1459,6,X,Plant,Anogeissus latifolia,88461.53846,11068.37607,4.946754488,4.044083907,Cannell (1982).   Page 84; cited in Niklas & Enquist 2004,Broadleaf,Myrtales,Combretaceae,Anogeissus,2,"Diospyros melanoxylon, Buchania lanzan, Pterocarpus marsupium et al.        "
1460,6,X,Plant,Eucalyptus signata,245151.5152,41848.48485,5.389434582,4.621679739,Cannell (1982).   Page 18; cited in Niklas & Enquist 2004,Broadleaf,Myrtales,Myrtaceae,Eucalyptus,0,"(55%)[a], Eucalyptus umbra -0.18 [a], with Tristania conferta, Banksia aemula et al   "
1461,6,8,Plant,Abies amabilis,667.873303,66.78733,2.824694084,1.824694082,Cannell (1982).   Page 289; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,2,"with some Abies procera, Tsuga heterophylla, Tsuga mertensiana        "
1462,6,8,Plant,Abies amabilis,1143725.49,7941.176471,6.0583218,3.899884847,Cannell (1982).   Page 289; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,2,"with some Abies procera, Tsuga heterophylla, Tsuga mertensiana        "
1463,6,8,Plant,Abies veitchii,1.69,0.84,0.227886705,-0.075720714,Cannell (1982).   Page 129; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1464,6,8,Plant,Abies veitchii,415.873016,136.507937,2.618960742,2.135157903,Cannell (1982).   Page 130; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1465,6,8,Plant,Abies veitchii,4374.358974,953.846154,3.64091442,2.979478333,Cannell (1982).   Page 129; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1466,6,8,Plant,Abies veitchii,7558.235586,1206.013547,3.878420425,3.081352186,Cannell (1982).   Page 130; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1467,6,8,Plant,Abies veitchii,18391.75258,1731.958763,4.264623116,3.238537547,Cannell (1982).   Page 129; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1468,6,8,Plant,Abies veitchii,52438.3849,2910.330362,4.719649307,3.46394229,Cannell (1982).   Page 130; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1469,6,8,Plant,Abies veitchii,52601.15607,9585.741811,4.720995289,3.981625727,Cannell (1982).   Page 130; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1470,6,8,Plant,Abies veitchii,55783.78378,2400,4.746507969,3.380211242,Cannell (1982).   Page 132; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,(58%) [a] and Abies mariesii (30%) et al. [a]
1471,6,8,Plant,Abies veitchii,89713.74646,4561.182762,4.952858993,3.659077474,Cannell (1982).   Page 129; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1472,6,8,Plant,Abies veitchii,258305.6478,10631.22924,5.412133902,4.026583483,Cannell (1982).   Page 130; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,10,               
1473,6,8,Plant,Chamaecyparis obtusa,31808,4928,4.502536363,3.692670699,Cannell (1982).   Page 142; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Cupressaceae,Chamaecyparis,16,               
1474,6,8,Plant,Chamaecyparis obtusa,32925.61983,5157.024793,4.517533959,3.712399219,Cannell (1982).   Page 142; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Cupressaceae,Chamaecyparis,16,               
1475,6,8,Plant,Chamaecyparis obtusa,34556.10358,5487.053021,4.538524767,3.739339157,Cannell (1982).   Page 142; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Cupressaceae,Chamaecyparis,16,               
